resale_price,floor_area_sqm,price_per_sqm,storey_range,,region,storey,no_4_s,no_8_s,unit,no_4_u,no_8_,total_4,total_8
815000,138,5905.797101,13 TO 15,234,RCR,14,1,0,234,1,0,2,0
600000,117,5128.205128,01 TO 03,48,RCR,2,0,0,48,1,1,1,1
680000,148,4594.594595,01 TO 03,141,OCR,2,0,0,141,1,0,1,0
420000,99,4242.424242,01 TO 03,701,OCR,2,0,0,701,0,0,0,0
320000,67,4776.119403,10 TO 12,488,OCR,11,0,0,488,1,2,1,2
395000,105,3761.904762,01 TO 03,317,OCR,2,0,0,317,0,0,0,0
450000,110,4090.909091,10 TO 12,622,OCR,11,0,0,622,0,0,0,0
432888,92,4705.304348,04 TO 06,316,OCR,5,0,0,316,0,0,0,0
490000,126,3888.888889,13 TO 15,132,OCR,14,1,0,132,0,0,1,0
580000,67,8656.716418,37 TO 39,18,RCR,38,0,1,18,0,1,0,2
588000,122,4819.672131,10 TO 12,289,OCR,11,0,0,289,0,1,0,1
520000,91,5714.285714,07 TO 09,375,OCR,8,0,1,375,0,0,0,1
320000,73,4383.561644,04 TO 06,63,RCR,5,0,0,63,0,0,0,0
380000,107,3551.401869,07 TO 09,24,OCR,8,0,1,24,1,0,1,1
200000,47,4255.319149,04 TO 06,28,RCR,5,0,0,28,0,1,0,1
421888,110,3835.345455,01 TO 03,197,OCR,2,0,0,197,0,0,0,0
270000,84,3214.285714,01 TO 03,390,OCR,2,0,0,390,0,0,0,0
323000,92,3510.869565,04 TO 06,786,OCR,5,0,0,786,0,1,0,1
352000,65,5415.384615,13 TO 15,29,CCR,14,1,0,29,0,0,1,0
338000,90,3755.555556,07 TO 09,786,OCR,8,0,1,786,0,1,0,2
500000,122,4098.360656,10 TO 12,517,OCR,11,0,0,517,0,0,0,0
570000,112,5089.285714,04 TO 06,331,OCR,5,0,0,331,0,0,0,0
375000,75,5000,07 TO 09,270,OCR,8,0,1,270,0,0,0,1
568000,122,4655.737705,10 TO 12,148,OCR,11,0,0,148,1,1,1,1
510000,122,4180.327869,07 TO 09,840,OCR,8,0,1,840,1,1,1,2
360000,128,2812.5,01 TO 03,760,OCR,2,0,0,760,0,0,0,0
730000,143,5104.895105,10 TO 12,661,OCR,11,0,0,661,0,0,0,0
280000,65,4307.692308,01 TO 03,28,OCR,2,0,0,28,0,1,0,1
270000,68,3970.588235,01 TO 03,548,OCR,2,0,0,548,1,1,1,1
390000,129,3023.255814,01 TO 03,513,OCR,2,0,0,513,0,0,0,0
370000,110,3363.636364,19 TO 21,688,OCR,20,0,0,688,0,2,0,2
275000,73,3767.123288,07 TO 09,310,OCR,8,0,1,310,0,0,0,1
648000,104,6230.769231,04 TO 06,11,CCR,5,0,0,11,0,0,0,0
280000,68,4117.647059,10 TO 12,523,OCR,11,0,0,523,0,0,0,0
658000,84,7833.333333,13 TO 15,519,OCR,14,1,0,519,0,0,1,0
952000,109,8733.944954,28 TO 30,8,RCR,29,0,0,8,0,1,0,1
720000,155,4645.16129,01 TO 03,144,OCR,2,0,0,144,2,0,2,0
390000,103,3786.407767,04 TO 06,522,OCR,5,0,0,522,0,0,0,0
266000,60,4433.333333,04 TO 06,108,OCR,5,0,0,108,0,1,0,1
467000,110,4245.454545,07 TO 09,301,OCR,8,0,1,301,0,0,0,1
415000,93,4462.365591,16 TO 18,181,OCR,17,0,0,181,0,1,0,1
270000,67,4029.850746,01 TO 03,734,OCR,2,0,0,734,1,0,1,0
382000,126,3031.746032,01 TO 03,739,OCR,2,0,0,739,0,0,0,0
870000,113,7699.115044,07 TO 09,22,RCR,8,0,1,22,0,0,0,1
420000,82,5121.95122,01 TO 03,109,OCR,2,0,0,109,0,0,0,0
350000,84,4166.666667,01 TO 03,527,OCR,2,0,0,527,0,0,0,0
195000,66,2954.545455,04 TO 06,195,OCR,5,0,0,195,0,0,0,0
735000,89,8258.426966,04 TO 06,55,RCR,5,0,0,55,0,0,0,0
468000,89,5258.426966,04 TO 06,326,OCR,5,0,0,326,0,0,0,0
670000,110,6090.909091,22 TO 24,183,OCR,23,0,0,183,0,1,0,1
393000,93,4225.806452,10 TO 12,181,OCR,11,0,0,181,0,1,0,1
385000,95,4052.631579,10 TO 12,341,OCR,11,0,0,341,1,0,1,0
399000,102,3911.764706,04 TO 06,348,OCR,5,0,0,348,1,1,1,1
525000,143,3671.328671,04 TO 06,656,OCR,5,0,0,656,0,0,0,0
526000,128,4109.375,04 TO 06,181,OCR,5,0,0,181,0,1,0,1
372000,85,4376.470588,16 TO 18,985,OCR,17,0,0,985,0,1,0,1
376000,121,3107.438017,10 TO 12,113,OCR,11,0,0,113,0,0,0,0
462000,92,5021.73913,22 TO 24,57,OCR,23,0,0,57,0,0,0,0
375000,93,4032.258065,07 TO 09,178,OCR,8,0,1,178,0,1,0,2
539000,130,4146.153846,04 TO 06,665,OCR,5,0,0,665,0,0,0,0
450000,93,4838.709677,01 TO 03,270,OCR,2,0,0,270,0,0,0,0
210000,68,3088.235294,16 TO 18,186,OCR,17,0,0,186,0,1,0,1
355000,93,3817.204301,01 TO 03,601,OCR,2,0,0,601,0,0,0,0
548000,105,5219.047619,04 TO 06,449,RCR,5,0,0,449,2,0,2,0
323000,90,3588.888889,07 TO 09,689,OCR,8,0,1,689,0,1,0,2
380000,91,4175.824176,04 TO 06,79,OCR,5,0,0,79,0,0,0,0
422000,104,4057.692308,07 TO 09,162,OCR,8,0,1,162,0,0,0,1
312888,67,4669.970149,04 TO 06,128,OCR,5,0,0,128,0,1,0,1
540000,142,3802.816901,07 TO 09,635,OCR,8,0,1,635,0,0,0,1
843000,105,8028.571429,10 TO 12,747,OCR,11,0,0,747,1,0,1,0
490000,130,3769.230769,04 TO 06,318,OCR,5,0,0,318,0,1,0,1
452088,92,4914,10 TO 12,65,OCR,11,0,0,65,0,0,0,0
365000,75,4866.666667,10 TO 12,102,OCR,11,0,0,102,0,0,0,0
380000,110,3454.545455,01 TO 03,412,OCR,2,0,0,412,1,0,1,0
450000,117,3846.153846,19 TO 21,413,OCR,20,0,0,413,1,0,1,0
410000,120,3416.666667,10 TO 12,607,OCR,11,0,0,607,0,0,0,0
365000,101,3613.861386,01 TO 03,319,OCR,2,0,0,319,0,0,0,0
390000,92,4239.130435,07 TO 09,428,OCR,8,0,1,428,1,1,1,2
656888,143,4593.622378,07 TO 09,503,OCR,8,0,1,503,0,0,0,1
435000,93,4677.419355,07 TO 09,613,OCR,8,0,1,613,0,0,0,1
395000,93,4247.311828,01 TO 03,603,OCR,2,0,0,603,0,0,0,0
305000,84,3630.952381,10 TO 12,260,OCR,11,0,0,260,0,0,0,0
320000,65,4923.076923,07 TO 09,129,RCR,8,0,1,129,0,0,0,1
260000,67,3880.597015,10 TO 12,252,OCR,11,0,0,252,0,0,0,0
250000,73,3424.657534,04 TO 06,258,OCR,5,0,0,258,0,1,0,1
405000,104,3894.230769,04 TO 06,869,OCR,5,0,0,869,0,1,0,1
540000,146,3698.630137,04 TO 06,109,OCR,5,0,0,109,0,0,0,0
485000,93,5215.053763,13 TO 15,301,OCR,14,1,0,301,0,0,1,0
343888,100,3438.88,07 TO 09,126,OCR,8,0,1,126,0,0,0,1
328000,74,4432.432432,07 TO 09,518,OCR,8,0,1,518,0,1,0,2
315000,67,4701.492537,10 TO 12,571,OCR,11,0,0,571,0,0,0,0
850000,107,7943.925234,10 TO 12,8,RCR,11,0,0,8,0,1,0,1
360000,79,4556.962025,10 TO 12,267,OCR,11,0,0,267,0,0,0,0
425000,93,4569.892473,07 TO 09,342,OCR,8,0,1,342,1,0,1,1
367000,115,3191.304348,04 TO 06,265,OCR,5,0,0,265,0,0,0,0
430000,92,4673.913043,16 TO 18,448,OCR,17,0,0,448,2,1,2,1
570000,90,6333.333333,04 TO 06,11,RCR,5,0,0,11,0,0,0,0
560000,122,4590.163934,01 TO 03,244,OCR,2,0,0,244,2,0,2,0
318000,67,4746.268657,07 TO 09,739,OCR,8,0,1,739,0,0,0,1
238000,66,3606.060606,07 TO 09,97,RCR,8,0,1,97,0,0,0,1
900000,95,9473.684211,37 TO 39,80,RCR,38,0,1,80,0,1,0,2
255000,67,3805.970149,07 TO 09,456,OCR,8,0,1,456,1,0,1,1
540000,148,3648.648649,01 TO 03,203,OCR,2,0,0,203,0,0,0,0
420000,96,4375,10 TO 12,436,OCR,11,0,0,436,1,0,1,0
470000,122,3852.459016,10 TO 12,306,OCR,11,0,0,306,0,0,0,0
345000,101,3415.841584,10 TO 12,662,OCR,11,0,0,662,0,0,0,0
350000,83,4216.86747,04 TO 06,169,OCR,5,0,0,169,0,0,0,0
630000,105,6000,07 TO 09,14,RCR,8,0,1,14,1,0,1,1
437000,135,3237.037037,01 TO 03,875,OCR,2,0,0,875,0,1,0,1
788888,109,7237.504587,13 TO 15,475,OCR,14,1,0,475,1,0,2,0
532000,96,5541.666667,10 TO 12,274,OCR,11,0,0,274,1,0,1,0
318000,93,3419.354839,04 TO 06,313,OCR,5,0,0,313,0,0,0,0
468000,84,5571.428571,01 TO 03,113,RCR,2,0,0,113,0,0,0,0
740000,150,4933.333333,04 TO 06,123,OCR,5,0,0,123,0,0,0,0
251000,74,3391.891892,10 TO 12,33,OCR,11,0,0,33,0,0,0,0
695000,114,6096.491228,10 TO 12,274,OCR,11,0,0,274,1,0,1,0
320000,70,4571.428571,04 TO 06,9,OCR,5,0,0,9,0,0,0,0
378000,64,5906.25,04 TO 06,207,OCR,5,0,0,207,0,0,0,0
220000,62,3548.387097,07 TO 09,69,OCR,8,0,1,69,0,0,0,1
448000,93,4817.204301,04 TO 06,261,OCR,5,0,0,261,0,0,0,0
460000,107,4299.065421,04 TO 06,842,OCR,5,0,0,842,1,1,1,1
260000,65,4000,07 TO 09,114,OCR,8,0,1,114,1,0,1,1
435000,137,3175.182482,01 TO 03,174,OCR,2,0,0,174,1,0,1,0
645888,113,5715.823009,16 TO 18,185,OCR,17,0,0,185,0,1,0,1
585000,90,6500,13 TO 15,277,OCR,14,1,0,277,0,0,1,0
357000,92,3880.434783,07 TO 09,308,OCR,8,0,1,308,0,1,0,2
420000,110,3818.181818,04 TO 06,318,OCR,5,0,0,318,0,1,0,1
478000,110,4345.454545,10 TO 12,200,OCR,11,0,0,200,0,0,0,0
410000,93,4408.602151,04 TO 06,175,OCR,5,0,0,175,0,0,0,0
280000,73,3835.616438,07 TO 09,126,OCR,8,0,1,126,0,0,0,1
285000,60,4750,01 TO 03,204,OCR,2,0,0,204,1,0,1,0
423000,110,3845.454545,10 TO 12,308,OCR,11,0,0,308,0,1,0,1
615000,100,6150,10 TO 12,288,RCR,11,0,0,288,0,2,0,2
380000,116,3275.862069,07 TO 09,263,OCR,8,0,1,263,0,0,0,1
280000,68,4117.647059,04 TO 06,541,OCR,5,0,0,541,1,0,1,0
320000,93,3440.860215,01 TO 03,308,OCR,2,0,0,308,0,1,0,1
418000,91,4593.406593,13 TO 15,41,OCR,14,1,0,41,1,0,2,0
540000,122,4426.229508,04 TO 06,228,OCR,5,0,0,228,0,1,0,1
445000,121,3677.68595,07 TO 09,159,OCR,8,0,1,159,0,0,0,1
230000,65,3538.461538,04 TO 06,231,OCR,5,0,0,231,0,0,0,0
430000,100,4300,13 TO 15,548,OCR,14,1,0,548,1,1,2,1
420000,93,4516.129032,07 TO 09,413,OCR,8,0,1,413,1,0,1,1
313000,84,3726.190476,10 TO 12,420,OCR,11,0,0,420,1,0,1,0
600000,92,6521.73913,07 TO 09,180,OCR,8,0,1,180,0,1,0,2
480000,116,4137.931034,07 TO 09,958,OCR,8,0,1,958,0,1,0,2
272000,65,4184.615385,10 TO 12,40,OCR,11,0,0,40,1,0,1,0
480000,92,5217.391304,04 TO 06,308,OCR,5,0,0,308,0,1,0,1
520000,84,6190.47619,10 TO 12,111,RCR,11,0,0,111,0,0,0,0
465000,121,3842.975207,01 TO 03,546,OCR,2,0,0,546,1,0,1,0
470000,60,7833.333333,07 TO 09,12,RCR,8,0,1,12,0,0,0,1
660000,95,6947.368421,01 TO 03,28,RCR,2,0,0,28,0,1,0,1
240000,64,3750,01 TO 03,782,OCR,2,0,0,782,0,1,0,1
380000,92,4130.434783,01 TO 03,782,OCR,2,0,0,782,0,1,0,1
360000,103,3495.145631,04 TO 06,669,OCR,5,0,0,669,0,0,0,0
308000,76,4052.631579,10 TO 12,58,OCR,11,0,0,58,0,1,0,1
540000,111,4864.864865,13 TO 15,684,OCR,14,1,0,684,1,1,2,1
430000,104,4134.615385,01 TO 03,267,OCR,2,0,0,267,0,0,0,0
533000,112,4758.928571,04 TO 06,635,OCR,5,0,0,635,0,0,0,0
355000,70,5071.428571,10 TO 12,601,OCR,11,0,0,601,0,0,0,0
955000,114,8377.192982,13 TO 15,53,RCR,14,1,0,53,0,0,1,0
350000,69,5072.463768,07 TO 09,302,OCR,8,0,1,302,0,0,0,1
550000,112,4910.714286,13 TO 15,335,OCR,14,1,0,335,0,0,1,0
426000,86,4953.488372,25 TO 27,383,OCR,26,0,0,383,0,1,0,1
446000,107,4168.224299,04 TO 06,774,OCR,5,0,0,774,1,0,1,0
310000,86,3604.651163,01 TO 03,589,OCR,2,0,0,589,0,1,0,1
438000,92,4760.869565,07 TO 09,604,OCR,8,0,1,604,1,0,1,1
440000,110,4000,04 TO 06,978,OCR,5,0,0,978,0,1,0,1
409000,98,4173.469388,10 TO 12,131,OCR,11,0,0,131,0,0,0,0
378000,61,6196.721311,19 TO 21,367,OCR,20,0,0,367,0,0,0,0
462000,92,5021.73913,13 TO 15,614,OCR,14,1,0,614,1,0,2,0
475000,76,6250,10 TO 12,32,RCR,11,0,0,32,0,0,0,0
346000,73,4739.726027,10 TO 12,62,RCR,11,0,0,62,0,0,0,0
322000,67,4805.970149,10 TO 12,339,OCR,11,0,0,339,0,0,0,0
328000,90,3644.444444,10 TO 12,443,OCR,11,0,0,443,2,0,2,0
468000,121,3867.768595,04 TO 06,876,OCR,5,0,0,876,0,1,0,1
633000,92,6880.434783,04 TO 06,119,RCR,5,0,0,119,0,0,0,0
668000,108,6185.185185,07 TO 09,286,RCR,8,0,1,286,0,1,0,2
340000,67,5074.626866,04 TO 06,513,OCR,5,0,0,513,0,0,0,0
475000,126,3769.84127,01 TO 03,408,OCR,2,0,0,408,1,1,1,1
250000,47,5319.148936,04 TO 06,527,OCR,5,0,0,527,0,0,0,0
215000,47,4574.468085,04 TO 06,180,OCR,5,0,0,180,0,1,0,1
390000,122,3196.721311,10 TO 12,750,OCR,11,0,0,750,0,0,0,0
460000,93,4946.236559,19 TO 21,432,OCR,20,0,0,432,1,0,1,0
477000,93,5129.032258,01 TO 03,525,OCR,2,0,0,525,0,0,0,0
305000,103,2961.165049,04 TO 06,339,OCR,5,0,0,339,0,0,0,0
305000,58,5258.62069,04 TO 06,86,RCR,5,0,0,86,0,1,0,1
435000,104,4182.692308,07 TO 09,120,OCR,8,0,1,120,0,0,0,1
868000,115,7547.826087,22 TO 24,70,RCR,23,0,0,70,0,0,0,0
245000,68,3602.941176,04 TO 06,731,OCR,5,0,0,731,0,0,0,0
410000,104,3942.307692,04 TO 06,754,OCR,5,0,0,754,1,0,1,0
485000,110,4409.090909,10 TO 12,654,OCR,11,0,0,654,1,0,1,0
360000,90,4000,01 TO 03,406,OCR,2,0,0,406,1,0,1,0
878000,114,7701.754386,19 TO 21,138,OCR,20,0,0,138,0,1,0,1
415000,92,4510.869565,07 TO 09,886,OCR,8,0,1,886,0,2,0,3
775000,92,8423.913043,04 TO 06,18,RCR,5,0,0,18,0,1,0,1
630000,121,5206.61157,01 TO 03,170,RCR,2,0,0,170,0,0,0,0
360000,124,2903.225806,16 TO 18,37,OCR,17,0,0,37,0,0,0,0
285000,67,4253.731343,04 TO 06,201,OCR,5,0,0,201,0,0,0,0
428000,119,3596.638655,07 TO 09,706,OCR,8,0,1,706,0,0,0,1
535000,110,4863.636364,07 TO 09,268,OCR,8,0,1,268,0,1,0,2
400000,90,4444.444444,13 TO 15,195,OCR,14,1,0,195,0,0,1,0
263000,64,4109.375,01 TO 03,629,OCR,2,0,0,629,0,0,0,0
303000,67,4522.38806,01 TO 03,184,OCR,2,0,0,184,1,1,1,1
803888,110,7308.072727,07 TO 09,131,RCR,8,0,1,131,0,0,0,1
445888,104,4287.384615,04 TO 06,817,OCR,5,0,0,817,0,1,0,1
268000,60,4466.666667,04 TO 06,204,OCR,5,0,0,204,1,0,1,0
695000,176,3948.863636,07 TO 09,341,OCR,8,0,1,341,1,0,1,1
440000,121,3636.363636,01 TO 03,112,OCR,2,0,0,112,0,0,0,0
210000,67,3134.328358,01 TO 03,468,OCR,2,0,0,468,1,1,1,1
435000,92,4728.26087,16 TO 18,572,OCR,17,0,0,572,0,0,0,0
300000,60,5000,07 TO 09,109,OCR,8,0,1,109,0,0,0,1
280000,65,4307.692308,01 TO 03,12,OCR,2,0,0,12,0,0,0,0
400000,93,4301.075269,04 TO 06,633,OCR,5,0,0,633,0,0,0,0
270000,60,4500,10 TO 12,168,RCR,11,0,0,168,0,1,0,1
382000,82,4658.536585,07 TO 09,1,RCR,8,0,1,1,0,0,0,1
475000,110,4318.181818,13 TO 15,987,OCR,14,1,0,987,0,1,1,1
520000,148,3513.513514,07 TO 09,558,OCR,8,0,1,558,0,1,0,2
363000,65,5584.615385,16 TO 18,9,RCR,17,0,0,9,0,0,0,0
200000,76,2631.578947,07 TO 09,12,OCR,8,0,1,12,0,0,0,1
673000,103,6533.980583,04 TO 06,81,OCR,5,0,0,81,0,1,0,1
338000,89,3797.752809,10 TO 12,416,OCR,11,0,0,416,1,0,1,0
800000,127,6299.212598,19 TO 21,12,RCR,20,0,0,12,0,0,0,0
265000,67,3955.223881,10 TO 12,208,OCR,11,0,0,208,0,1,0,1
480000,126,3809.52381,10 TO 12,144,OCR,11,0,0,144,2,0,2,0
455000,127,3582.677165,07 TO 09,707,OCR,8,0,1,707,0,0,0,1
395000,116,3405.172414,10 TO 12,484,OCR,11,0,0,484,2,1,2,1
315000,104,3028.846154,04 TO 06,246,OCR,5,0,0,246,1,0,1,0
365000,67,5447.761194,10 TO 12,326,OCR,11,0,0,326,0,0,0,0
695000,90,7722.222222,16 TO 18,457,OCR,17,0,0,457,1,0,1,0
538888,124,4345.870968,04 TO 06,497,OCR,5,0,0,497,1,0,1,0
328000,109,3009.174312,04 TO 06,701,OCR,5,0,0,701,0,0,0,0
630000,137,4598.540146,07 TO 09,975,OCR,8,0,1,975,0,0,0,1
280000,60,4666.666667,04 TO 06,412,OCR,5,0,0,412,1,0,1,0
698000,92,7586.956522,16 TO 18,118,RCR,17,0,0,118,0,1,0,1
463000,87,5321.83908,28 TO 30,21,OCR,29,0,0,21,0,0,0,0
205000,59,3474.576271,04 TO 06,186,OCR,5,0,0,186,0,1,0,1
372500,102,3651.960784,04 TO 06,114,OCR,5,0,0,114,1,0,1,0
630000,113,5575.221239,16 TO 18,184,OCR,17,0,0,184,1,1,1,1
360000,92,3913.043478,01 TO 03,512,OCR,2,0,0,512,0,0,0,0
635000,85,7470.588235,13 TO 15,60,RCR,14,1,0,60,0,0,1,0
420000,116,3620.689655,01 TO 03,182,OCR,2,0,0,182,0,1,0,1
263000,67,3925.373134,01 TO 03,736,OCR,2,0,0,736,0,0,0,0
888000,215,4130.232558,16 TO 18,641,OCR,17,0,0,641,1,0,1,0
570000,115,4956.521739,01 TO 03,267,OCR,2,0,0,267,0,0,0,0
430000,92,4673.913043,13 TO 15,333,OCR,14,1,0,333,0,0,1,0
613000,149,4114.09396,04 TO 06,539,OCR,5,0,0,539,0,0,0,0
460000,105,4380.952381,07 TO 09,243,OCR,8,0,1,243,1,0,1,1
320000,104,3076.923077,01 TO 03,653,OCR,2,0,0,653,0,0,0,0
287000,70,4100,01 TO 03,143,OCR,2,0,0,143,1,0,1,0
390000,120,3250,01 TO 03,684,OCR,2,0,0,684,1,1,1,1
355000,100,3550,01 TO 03,918,OCR,2,0,0,918,0,1,0,1
336000,104,3230.769231,07 TO 09,412,OCR,8,0,1,412,1,0,1,1
380000,102,3725.490196,07 TO 09,104,OCR,8,0,1,104,1,0,1,1
325000,104,3125,04 TO 06,284,OCR,5,0,0,284,1,1,1,1
438000,103,4252.427184,10 TO 12,450,OCR,11,0,0,450,1,0,1,0
320000,104,3076.923077,04 TO 06,976,OCR,5,0,0,976,0,0,0,0
890000,151,5894.039735,04 TO 06,318,OCR,5,0,0,318,0,1,0,1
400000,107,3738.317757,04 TO 06,316,OCR,5,0,0,316,0,0,0,0
223800,67,3340.298507,07 TO 09,34,OCR,8,0,1,34,1,0,1,1
565000,92,6141.304348,10 TO 12,347,OCR,11,0,0,347,1,0,1,0
780000,146,5342.465753,07 TO 09,867,OCR,8,0,1,867,0,1,0,2
361500,110,3286.363636,01 TO 03,501,OCR,2,0,0,501,0,0,0,0
462000,122,3786.885246,04 TO 06,514,OCR,5,0,0,514,1,0,1,0
750000,94,7978.723404,10 TO 12,55,RCR,11,0,0,55,0,0,0,0
315000,76,4144.736842,01 TO 03,138,OCR,2,0,0,138,0,1,0,1
460000,131,3511.450382,04 TO 06,581,OCR,5,0,0,581,0,1,0,1
450000,99,4545.454545,13 TO 15,212,OCR,14,1,0,212,0,0,1,0
710000,115,6173.913043,16 TO 18,477,OCR,17,0,0,477,1,0,1,0
535000,113,4734.513274,01 TO 03,524,OCR,2,0,0,524,1,0,1,0
345000,102,3382.352941,07 TO 09,469,OCR,8,0,1,469,1,0,1,1
510000,123,4146.341463,04 TO 06,124,OCR,5,0,0,124,1,0,1,0
400000,65,6153.846154,16 TO 18,12,RCR,17,0,0,12,0,0,0,0
610000,106,5754.716981,13 TO 15,139,RCR,14,1,0,139,0,0,1,0
585000,82,7134.146341,13 TO 15,75,RCR,14,1,0,75,0,0,1,0
300000,90,3333.333333,01 TO 03,720,OCR,2,0,0,720,0,0,0,0
432888,110,3935.345455,07 TO 09,676,OCR,8,0,1,676,0,0,0,1
335000,73,4589.041096,10 TO 12,221,OCR,11,0,0,221,0,0,0,0
332888,109,3054.018349,07 TO 09,701,OCR,8,0,1,701,0,0,0,1
268000,67,4000,04 TO 06,302,OCR,5,0,0,302,0,0,0,0
430000,124,3467.741935,01 TO 03,542,OCR,2,0,0,542,1,0,1,0
870000,144,6041.666667,19 TO 21,46,RCR,20,0,0,46,1,0,1,0
530888,106,5008.377358,10 TO 12,112,RCR,11,0,0,112,0,0,0,0
600000,150,4000,01 TO 03,141,OCR,2,0,0,141,1,0,1,0
380000,84,4523.809524,04 TO 06,427,OCR,5,0,0,427,1,0,1,0
285000,93,3064.516129,01 TO 03,110,OCR,2,0,0,110,0,0,0,0
250000,67,3731.343284,07 TO 09,23,OCR,8,0,1,23,0,0,0,1
722000,107,6747.663551,07 TO 09,168,OCR,8,0,1,168,0,1,0,2
312000,105,2971.428571,07 TO 09,399,OCR,8,0,1,399,0,0,0,1
375888,73,5149.150685,10 TO 12,289,OCR,11,0,0,289,0,1,0,1
390000,106,3679.245283,07 TO 09,110,OCR,8,0,1,110,0,0,0,1
600000,105,5714.285714,04 TO 06,246,RCR,5,0,0,246,1,0,1,0
470000,92,5108.695652,19 TO 21,22,OCR,20,0,0,22,0,0,0,0
355000,69,5144.927536,16 TO 18,623,OCR,17,0,0,623,0,0,0,0
505000,119,4243.697479,01 TO 03,715,OCR,2,0,0,715,0,0,0,0
580000,70,8285.714286,10 TO 12,138,OCR,11,0,0,138,0,1,0,1
355000,103,3446.601942,01 TO 03,474,OCR,2,0,0,474,2,0,2,0
402888,91,4427.340659,10 TO 12,660,OCR,11,0,0,660,0,0,0,0
535000,105,5095.238095,04 TO 06,770,OCR,5,0,0,770,0,0,0,0
413000,95,4347.368421,13 TO 15,410,OCR,14,1,0,410,1,0,2,0
360888,84,4296.285714,04 TO 06,330,OCR,5,0,0,330,0,0,0,0
570000,141,4042.553191,07 TO 09,635,OCR,8,0,1,635,0,0,0,1
555000,91,6098.901099,07 TO 09,101,RCR,8,0,1,101,0,0,0,1
340000,103,3300.970874,01 TO 03,157,OCR,2,0,0,157,0,0,0,0
433000,103,4203.883495,01 TO 03,625,OCR,2,0,0,625,0,0,0,0
490000,123,3983.739837,04 TO 06,799,OCR,5,0,0,799,0,0,0,0
725000,122,5942.622951,07 TO 09,5,CCR,8,0,1,5,0,0,0,1
435000,128,3398.4375,01 TO 03,755,OCR,2,0,0,755,0,0,0,0
290000,67,4328.358209,10 TO 12,233,OCR,11,0,0,233,0,0,0,0
425000,92,4619.565217,22 TO 24,440,OCR,23,0,0,440,2,0,2,0
290000,99,2929.292929,07 TO 09,11,OCR,8,0,1,11,0,0,0,1
698000,90,7755.555556,16 TO 18,455,OCR,17,0,0,455,1,0,1,0
375000,128,2929.6875,01 TO 03,414,OCR,2,0,0,414,2,0,2,0
255000,68,3750,07 TO 09,149,OCR,8,0,1,149,1,0,1,1
377000,85,4435.294118,10 TO 12,202,OCR,11,0,0,202,0,0,0,0
450000,67,6716.41791,13 TO 15,522,OCR,14,1,0,522,0,0,1,0
500000,108,4629.62963,04 TO 06,118,OCR,5,0,0,118,0,1,0,1
645000,148,4358.108108,04 TO 06,537,OCR,5,0,0,537,0,0,0,0
375000,111,3378.378378,04 TO 06,507,OCR,5,0,0,507,0,0,0,0
525000,133,3947.368421,04 TO 06,1,OCR,5,0,0,1,0,0,0,0
410000,94,4361.702128,07 TO 09,683,OCR,8,0,1,683,0,1,0,2
715000,144,4965.277778,01 TO 03,641,OCR,2,0,0,641,1,0,1,0
420000,94,4468.085106,10 TO 12,435,OCR,11,0,0,435,1,0,1,0
328000,67,4895.522388,10 TO 12,379,OCR,11,0,0,379,0,0,0,0
370000,92,4021.73913,01 TO 03,543,OCR,2,0,0,543,1,0,1,0
450000,110,4090.909091,04 TO 06,632,OCR,5,0,0,632,0,0,0,0
345000,94,3670.212766,10 TO 12,299,OCR,11,0,0,299,0,0,0,0
398000,109,3651.376147,10 TO 12,307,OCR,11,0,0,307,0,0,0,0
410000,139,2949.640288,07 TO 09,125,OCR,8,0,1,125,0,0,0,1
835000,95,8789.473684,40 TO 42,1,CCR,41,1,0,1,0,0,1,0
528000,93,5677.419355,07 TO 09,274,OCR,8,0,1,274,1,0,1,1
250000,65,3846.153846,01 TO 03,98,OCR,2,0,0,98,0,1,0,1
588000,113,5203.539823,10 TO 12,268,OCR,11,0,0,268,0,1,0,1
442000,94,4702.12766,07 TO 09,337,OCR,8,0,1,337,0,0,0,1
367000,92,3989.130435,10 TO 12,244,OCR,11,0,0,244,2,0,2,0
350000,84,4166.666667,04 TO 06,149,OCR,5,0,0,149,1,0,1,0
500000,120,4166.666667,07 TO 09,367,OCR,8,0,1,367,0,0,0,1
390000,110,3545.454545,01 TO 03,308,OCR,2,0,0,308,0,1,0,1
428000,122,3508.196721,01 TO 03,628,OCR,2,0,0,628,0,1,0,1
463500,100,4635,10 TO 12,642,OCR,11,0,0,642,1,0,1,0
425000,92,4619.565217,16 TO 18,430,OCR,17,0,0,430,1,0,1,0
517500,121,4276.859504,07 TO 09,171,OCR,8,0,1,171,0,0,0,1
333000,91,3659.340659,04 TO 06,185,OCR,5,0,0,185,0,1,0,1
360000,107,3364.485981,04 TO 06,274,OCR,5,0,0,274,1,0,1,0
900000,121,7438.016529,31 TO 33,425,OCR,32,0,0,425,1,0,1,0
460000,92,5000,16 TO 18,548,OCR,17,0,0,548,1,1,1,1
638000,146,4369.863014,10 TO 12,101,OCR,11,0,0,101,0,0,0,0
270000,67,4029.850746,04 TO 06,214,OCR,5,0,0,214,1,0,1,0
478000,93,5139.784946,04 TO 06,306,OCR,5,0,0,306,0,0,0,0
728888,164,4444.439024,04 TO 06,618,OCR,5,0,0,618,0,1,0,1
615000,113,5442.477876,07 TO 09,258,OCR,8,0,1,258,0,1,0,2
